account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_calls,total_eve_charge,total_night_minutes,total_night_calls,total_intl_calls,total_intl_charge,number_customer_service_calls,churn,area_code_area_code_415,area_code_area_code_510
140,0,0,0,148.3,86,151,15.66,179.1,83,4,2.94,0,0,0,1
38,0,0,0,96.9,110,75,20.52,141.0,69,3,2.92,0,0,0,1
163,0,0,0,238.6,107,85,15.13,196.0,124,4,1.67,1,0,0,1
120,0,1,27,153.5,84,73,16.49,256.5,94,7,2.75,5,0,0,1
193,0,1,31,71.2,58,105,10.6,155.5,108,3,3.16,0,0,1,0
81,0,0,0,220.8,77,87,12.62,183.9,100,3,2.05,2,0,0,1
63,1,1,21,151.5,99,89,12.56,210.4,114,4,2.7,1,0,0,0
98,0,1,21,161.2,114,83,21.44,160.2,92,8,1.19,4,0,0,1
104,0,0,0,167.6,116,112,18.63,215.9,94,2,3.16,4,0,0,0
91,0,0,0,217.9,71,116,19.56,232.1,110,2,2.86,1,0,0,1
121,0,0,0,166.3,114,130,11.8,215.3,108,10,2.81,2,0,1,0
180,0,0,0,174.1,94,93,12.5,216.9,108,3,4.37,1,0,1,0
112,0,0,0,168.6,102,117,25.33,194.7,110,5,2.65,1,0,1,0
115,0,0,0,147.9,109,117,19.41,299.7,90,9,2.59,3,0,0,0
90,0,0,0,109.6,88,108,11.7,159.7,121,5,2.97,2,0,1,0
90,0,0,0,179.1,71,81,16.2,127.7,91,7,2.86,3,0,1,0
39,0,0,0,154.1,104,112,17.36,196.2,92,4,2.65,2,0,0,0
158,0,0,0,205.2,97,77,20.45,79.7,108,12,3.89,0,0,0,1
70,0,1,31,125.9,101,102,16.69,252.7,75,4,2.78,1,0,1,0
147,1,0,0,183.8,113,110,14.0,111.0,87,4,2.73,1,0,0,0
74,0,0,0,187.7,127,148,13.89,196.0,94,5,2.46,0,0,1,0
117,0,0,0,149.9,95,110,21.77,212.7,92,13,3.59,2,0,0,1
38,0,1,25,142.4,106,109,26.66,126.6,117,6,3.62,2,0,1,0
105,0,0,0,147.7,103,78,18.93,163.5,102,3,3.46,2,0,0,0
106,0,0,0,94.8,113,95,24.07,219.3,106,4,1.84,1,0,1,0
107,0,0,0,157.1,79,124,13.82,150.0,138,6,3.27,1,0,1,0
195,0,1,36,231.7,110,88,19.13,201.7,89,2,3.27,0,0,1,0
95,1,1,41,136.8,91,61,17.07,133.7,67,9,2.78,5,1,0,1
93,1,1,38,225.7,117,122,10.17,193.2,125,7,3.78,1,1,0,1
50,0,1,22,252.9,112,99,15.12,158.4,146,4,2.3,3,0,1,0
27,0,1,32,190.3,97,77,23.72,133.8,117,3,2.27,2,0,1,0
117,0,1,38,259.3,94,71,20.88,269.3,125,1,2.48,3,0,1,0
75,0,0,0,170.7,101,126,16.41,129.1,104,7,1.86,1,0,0,0
134,0,1,10,159.4,79,94,7.74,199.5,137,3,2.7,2,0,0,0
47,0,0,0,111.3,92,108,9.3,116.9,80,8,2.92,1,0,1,0
137,1,0,0,159.1,80,81,20.38,249.0,96,5,2.3,0,0,0,0
93,0,0,0,114.3,100,103,18.79,126.3,88,9,2.94,0,0,0,0
135,0,0,0,190.9,44,109,13.72,231.9,100,2,2.27,1,0,1,0
30,0,0,0,247.4,107,76,14.95,287.4,90,2,3.05,0,0,1,0
50,0,1,35,192.6,97,101,11.49,216.2,101,2,2.13,2,0,1,0
122,1,0,0,168.8,86,98,20.2,204.3,94,9,1.43,1,0,1,0
101,0,0,0,209.6,107,96,19.45,172.4,85,2,2.05,3,0,0,0
105,0,0,0,204.6,111,109,11.42,260.8,69,7,1.54,1,0,1,0
50,0,0,0,131.7,108,103,18.4,196.1,126,5,2.97,1,0,0,1
34,0,1,33,284.3,115,125,17.41,143.0,83,4,0.95,0,0,1,0
26,0,0,0,234.5,109,129,18.4,191.6,94,6,0.95,3,0,1,0
135,0,1,46,172.6,77,102,17.29,264.2,108,2,2.81,1,0,1,0
127,0,0,0,221.0,100,113,13.66,233.1,96,4,1.84,2,0,1,0
42,0,0,0,184.5,98,93,17.04,279.2,91,3,2.38,2,0,1,0
66,0,1,35,190.8,100,93,22.21,209.5,108,6,2.4,0,0,1,0
91,0,0,0,123.8,107,125,27.12,237.6,78,4,1.97,2,0,0,1
132,0,0,0,81.1,86,72,20.84,237.0,115,2,2.78,0,0,0,1
120,0,0,0,178.4,97,113,14.31,120.5,93,9,2.51,1,0,1,0
45,0,0,0,155.7,110,103,22.13,192.2,98,1,2.97,1,0,0,1
45,0,0,0,78.6,106,110,15.92,184.2,111,5,2.0,1,1,0,1
25,0,0,0,119.3,87,101,17.98,268.9,86,4,2.84,3,0,1,0
93,1,0,0,168.4,114,127,23.46,196.2,48,3,3.08,1,0,0,1
59,0,0,0,189.7,100,133,9.85,220.6,115,4,2.0,0,0,0,1
93,0,1,21,134.2,105,128,13.81,186.6,90,2,3.19,4,1,0,0
173,0,1,20,60.2,100,76,10.04,230.1,131,4,3.59,1,0,0,1
91,0,0,0,34.5,85,80,16.35,256.3,71,7,2.13,0,0,1,0
57,0,0,0,214.0,100,80,17.84,105.1,112,1,3.05,0,0,1,0
127,0,0,0,200.8,104,73,15.42,89.7,49,5,2.62,0,0,1,0
96,0,0,0,183.9,88,86,9.28,190.2,78,7,4.48,2,0,1,0
128,0,0,0,147.7,94,83,24.08,188.3,124,5,1.86,2,0,1,0
83,0,0,0,188.3,70,88,20.72,213.7,79,6,2.78,0,0,1,0
73,0,0,0,122.0,92,114,11.76,224.2,128,5,1.57,1,0,0,0
72,0,0,0,137.6,106,94,12.2,273.7,110,6,2.59,2,0,1,0
141,0,0,0,185.1,126,98,19.81,152.2,106,7,2.46,0,0,1,0
29,0,0,0,313.2,103,151,18.39,218.4,106,4,3.46,2,1,0,1
73,0,0,0,224.4,90,88,13.56,192.8,74,2,3.51,1,0,1,0
110,0,0,0,185.1,100,88,14.03,111.6,104,4,1.7,3,0,0,1
70,0,0,0,104.7,112,104,6.99,169.4,110,7,4.27,3,0,1,0
169,0,0,0,240.7,119,102,11.99,120.6,56,2,2.08,2,0,0,0
41,0,0,0,182.1,89,104,17.98,207.4,124,1,1.84,1,0,0,1
131,0,0,0,187.9,110,101,17.04,202.6,125,11,2.75,2,0,0,1
98,0,0,0,162.8,65,109,15.73,219.5,104,3,1.62,2,0,1,0
132,0,1,36,226.2,103,125,15.44,258.8,102,5,2.84,3,1,0,1
158,0,0,0,155.9,123,112,19.06,221.0,116,8,2.32,2,0,0,1
111,0,0,0,255.9,97,129,17.35,171.3,84,5,3.32,3,0,1,0
107,0,0,0,260.5,108,110,8.7,129.7,148,5,2.65,1,0,1,0
102,0,1,29,214.7,86,109,26.72,280.2,110,2,3.86,0,0,0,0
68,0,0,0,267.9,80,143,12.36,273.3,119,1,4.02,3,1,1,0
69,0,0,0,215.9,122,114,22.98,301.8,129,5,1.65,4,1,0,0
59,0,1,27,127.4,110,99,8.78,164.2,73,3,2.46,0,0,0,0
65,0,1,34,208.8,119,106,12.08,214.6,87,4,3.38,4,0,1,0
51,0,0,0,229.7,129,104,28.56,192.8,128,1,2.59,1,1,1,0
81,0,1,24,130.1,117,61,16.66,139.3,123,5,3.08,0,0,1,0
221,0,1,24,180.5,85,92,19.05,205.7,103,3,0.65,0,0,0,1
71,0,0,0,123.8,130,91,19.25,213.9,96,7,2.38,2,0,1,0
80,1,0,0,275.4,89,66,15.87,201.3,87,2,2.54,0,1,0,1
130,0,0,0,162.0,62,108,23.64,197.5,82,4,2.46,1,0,0,0
97,0,0,0,112.7,119,109,18.5,152.1,76,5,1.76,1,0,1,0
157,0,1,28,192.6,107,74,16.62,109.7,139,5,1.84,3,0,1,0
135,0,0,0,144.1,115,68,21.23,211.4,82,3,3.67,1,0,0,1
57,0,1,26,138.7,99,105,11.43,261.7,95,5,3.51,2,0,1,0
119,0,0,0,81.9,75,114,21.57,213.1,125,1,2.4,2,1,0,1
53,0,1,32,131.2,63,125,19.33,178.9,105,2,3.46,2,0,1,0
57,0,0,0,161.0,113,134,17.68,208.1,81,4,2.27,3,0,1,0
106,0,1,25,169.4,105,108,20.44,159.4,114,5,3.75,4,0,1,0
51,0,0,0,232.4,109,95,15.93,231.2,107,3,2.46,1,0,0,0
38,0,0,0,194.4,94,95,15.87,223.3,90,5,2.92,3,0,1,0
55,0,0,0,119.7,148,96,19.7,222.3,113,2,1.24,2,0,0,1
125,0,0,0,131.8,97,100,11.62,308.2,119,6,2.08,2,0,1,0
120,0,0,0,112.6,80,86,10.57,234.9,88,3,2.19,6,1,1,0
113,0,0,0,210.2,109,81,16.95,173.3,94,4,2.67,3,0,0,0
75,0,0,0,314.6,102,86,14.43,285.1,100,3,1.54,2,1,1,0
96,0,0,0,98.2,100,88,26.11,182.5,120,1,2.05,2,0,0,1
106,0,0,0,159.6,94,118,23.53,223.5,65,3,2.38,0,0,0,1
101,1,1,35,181.0,88,113,18.91,217.8,103,3,3.0,1,0,0,0
159,0,1,36,288.2,120,105,19.3,198.2,113,7,3.59,1,0,0,1
140,0,0,0,201.9,114,97,15.44,184.5,122,10,3.27,0,0,0,1
78,0,0,0,190.3,88,89,16.53,256.5,109,5,3.16,2,0,0,1
123,0,0,0,194.0,118,114,20.57,146.3,108,4,3.27,1,0,0,1
104,0,0,0,76.4,116,74,9.83,226.3,94,3,2.54,3,0,1,0
124,0,0,0,151.6,119,93,16.84,173.4,91,3,3.13,3,0,1,0
92,1,0,0,130.7,113,122,22.15,244.2,98,2,2.54,2,1,1,0
85,0,0,0,176.4,122,123,19.12,219.6,50,1,3.11,1,0,1,0
119,0,0,0,294.2,100,53,19.76,195.0,64,1,2.43,0,1,0,0
36,0,1,30,146.3,128,80,13.81,129.3,109,6,3.92,0,0,0,0
94,0,0,0,245.0,112,91,15.33,262.9,105,6,2.62,1,0,0,1
113,0,0,0,283.9,98,91,11.65,159.0,110,5,3.05,2,0,1,0
120,0,0,0,203.3,108,66,22.09,115.9,103,2,2.11,3,0,1,0
99,0,0,0,124.6,90,70,12.44,169.4,95,6,2.84,1,0,1,0
29,0,0,0,182.1,92,91,15.33,206.4,128,2,1.94,2,0,0,1
136,0,1,35,205.5,86,119,25.37,214.2,104,4,1.86,1,0,1,0
125,0,1,36,201.3,117,78,3.59,125.7,104,3,1.46,1,0,1,0
163,0,0,0,247.7,77,108,22.91,167.3,82,7,2.59,0,1,0,0
132,0,0,0,169.9,107,121,17.8,206.1,79,2,3.11,1,0,0,0
94,1,1,39,115.5,90,99,10.41,197.7,110,3,1.89,0,0,1,0
193,0,0,0,208.1,115,104,15.13,195.9,95,9,3.35,3,0,1,0
157,0,0,0,220.7,105,127,10.14,165.1,113,7,3.11,4,0,1,0
159,0,0,0,181.0,107,114,16.01,175.8,41,4,2.67,7,0,1,0
83,0,1,36,95.9,87,105,22.24,228.6,109,4,3.59,0,0,0,1
89,0,1,29,163.5,80,136,23.36,381.9,147,5,2.03,2,0,1,0
78,0,0,0,145.5,124,71,12.19,291.1,123,5,2.57,3,0,1,0
105,1,0,0,274.0,156,69,22.36,195.9,93,3,3.05,3,1,0,0
157,0,0,0,168.6,71,48,17.43,175.8,88,2,1.59,3,0,0,1
86,0,1,39,261.2,122,101,18.21,154.9,101,5,3.43,2,0,0,1
147,0,0,0,134.6,91,83,14.88,201.1,114,3,2.4,0,0,0,0
99,0,0,0,201.5,103,120,10.56,239.9,56,3,3.11,0,0,1,0
55,1,0,0,191.9,91,110,21.77,203.7,101,6,3.86,1,1,1,0
148,0,1,33,241.7,84,84,14.09,160.6,80,3,3.05,1,0,0,0
71,0,0,0,112.1,122,86,13.42,271.6,104,5,3.0,0,0,1,0
68,0,0,0,222.8,99,85,14.94,202.0,111,3,2.97,3,0,1,0
98,0,1,19,110.5,87,97,19.36,243.6,84,4,2.97,1,0,0,0
117,0,0,0,212.1,133,94,23.51,195.5,124,3,2.57,2,0,1,0
97,0,0,0,218.0,86,94,15.64,240.5,110,8,1.73,3,0,1,0
105,1,1,28,156.1,89,114,9.1,167.7,95,3,3.97,0,1,0,1
157,0,0,0,229.8,90,121,12.57,241.4,108,7,2.59,3,0,0,0
93,0,0,0,179.3,93,98,15.18,225.2,131,6,3.11,3,0,1,0
34,0,0,0,180.6,65,99,23.83,292.4,105,3,1.35,1,0,0,0
109,0,0,0,217.0,115,142,17.6,268.0,106,4,2.21,1,0,0,0
64,0,0,0,162.6,83,109,12.95,57.5,122,3,3.83,1,0,0,1
159,1,0,0,257.1,53,127,26.54,183.0,82,6,2.38,1,1,0,0
132,0,0,0,99.0,126,76,16.1,156.3,108,3,2.27,1,0,1,0
72,0,0,0,198.4,147,121,18.44,112.8,125,4,3.54,0,0,1,0
143,0,0,0,271.7,67,155,16.07,101.1,55,5,4.64,1,0,1,0
82,0,1,33,137.8,95,128,20.02,268.1,70,6,2.97,2,0,1,0
129,0,1,30,177.3,95,102,18.0,240.2,108,7,2.51,3,0,0,1
50,0,0,0,131.1,129,94,13.64,206.9,88,9,1.51,5,1,0,0
22,0,1,23,182.1,94,59,13.99,128.8,102,4,3.43,3,0,0,1
94,1,1,23,197.1,125,136,18.23,282.2,103,5,2.57,4,0,0,1
93,0,0,0,216.2,100,136,15.54,237.9,66,3,2.11,2,0,1,0
105,0,0,0,125.4,116,95,22.23,241.6,104,9,3.08,2,0,0,1
150,0,0,0,178.9,101,110,14.37,148.6,100,3,3.73,4,1,0,1
80,0,0,0,322.3,113,95,18.87,162.8,123,8,1.81,0,1,0,0
102,1,0,0,209.8,85,100,14.08,230.1,92,6,2.35,0,0,1,0
131,0,0,0,201.1,141,93,18.4,217.4,132,4,3.11,1,0,1,0
1,0,0,0,241.5,114,94,16.59,201.6,93,3,3.81,3,0,0,1
136,0,0,0,221.4,120,78,21.21,192.0,68,2,3.67,0,0,1,0
32,1,0,0,265.5,75,77,10.17,169.9,128,6,4.0,2,1,1,0
116,0,1,24,183.6,138,90,17.32,166.9,89,3,1.62,2,0,0,0
134,0,1,38,214.4,93,57,17.99,165.0,79,8,2.7,1,0,1,0
144,0,1,18,106.4,109,113,9.19,208.4,111,5,2.73,1,0,1,0
72,0,0,0,190.7,111,103,20.54,278.1,95,3,1.19,1,0,1,0
28,0,0,0,180.8,109,58,24.55,191.9,91,6,3.81,2,0,0,1
117,0,0,0,97.1,98,131,19.38,240.0,111,3,2.86,1,0,0,0
91,0,0,0,149.0,115,105,20.85,260.0,94,3,2.24,0,0,0,1
117,0,1,23,198.1,86,86,15.05,180.5,92,6,1.84,1,0,1,0
68,0,0,0,158.8,119,105,18.0,198.1,101,3,2.78,1,0,1,0
124,0,0,0,282.8,108,89,20.94,256.4,96,1,2.78,3,1,0,0
60,0,0,0,194.2,107,107,14.79,89.3,83,2,3.02,2,0,0,0
89,0,0,0,234.8,95,87,9.32,180.3,99,2,2.81,0,0,0,0
66,0,0,0,192.4,98,93,15.9,132.9,82,1,3.02,0,0,1,0
58,0,0,0,187.6,113,115,18.48,139.7,92,5,2.65,3,0,0,0
150,0,0,0,170.0,115,138,13.83,267.2,77,2,2.24,0,0,0,0
160,0,1,37,179.8,104,115,12.31,209.1,89,8,3.0,3,0,0,0
92,0,0,0,181.4,98,98,13.98,171.0,110,4,2.94,2,0,1,0
59,0,1,32,211.9,120,136,17.25,213.5,95,5,2.38,1,0,0,0
97,0,0,0,197.8,122,147,17.7,106.3,115,4,4.08,1,0,1,0
116,0,0,0,152.4,101,90,16.24,143.0,96,9,3.0,0,0,0,0
101,0,0,0,89.7,118,79,22.11,170.1,93,11,3.65,5,1,0,0
37,0,0,0,221.0,126,110,17.38,118.0,98,3,1.84,4,0,1,0
74,0,0,0,102.7,89,100,12.69,188.1,114,5,2.97,0,0,1,0
122,0,0,0,93.3,109,104,18.22,176.7,104,2,3.27,0,0,0,0
136,0,1,27,187.7,84,147,18.79,145.7,110,4,2.7,3,0,0,0
115,0,1,16,133.3,110,111,15.78,161.5,113,4,1.51,2,0,0,1
162,0,0,0,103.3,93,87,17.9,187.2,118,6,3.08,1,0,0,1
158,0,0,0,220.9,129,108,20.59,233.3,75,5,1.73,0,0,0,1
9,0,1,39,214.1,108,115,14.38,189.7,117,3,2.73,1,0,1,0
116,0,0,0,197.9,84,113,14.29,239.8,145,6,3.24,1,0,0,0
79,0,1,30,124.8,99,142,17.65,175.0,95,3,1.24,1,0,0,0
128,0,0,0,125.2,99,107,17.46,254.4,111,2,5.1,0,0,0,0
43,0,1,39,188.3,108,116,14.25,189.9,92,5,4.21,1,0,0,1
82,0,1,23,165.2,103,78,16.48,170.9,90,2,3.19,1,0,1,0
68,0,0,0,131.6,89,109,11.65,256.3,107,5,2.75,3,0,0,0
132,0,1,10,182.9,54,68,24.85,142.3,116,4,3.11,0,0,1,0
93,0,0,0,217.2,92,83,17.38,157.9,101,10,3.08,1,0,0,1
53,0,1,24,145.7,146,136,18.74,249.9,96,5,3.54,3,0,1,0
71,0,0,0,104.0,92,125,16.75,110.1,123,8,3.94,0,0,1,0
137,0,0,0,84.3,98,115,22.06,197.5,115,2,2.78,2,0,1,0
43,1,0,0,251.5,105,104,18.09,157.8,67,4,2.51,0,0,1,0
81,0,0,0,125.1,103,103,17.82,186.2,78,1,3.19,1,0,0,0
87,0,0,0,124.3,91,105,14.74,256.3,109,5,2.03,3,0,1,0
124,0,1,30,144.5,35,101,22.3,226.5,82,7,3.24,2,0,1,0
117,0,0,0,128.6,92,61,16.29,121.7,117,9,3.35,2,0,1,0
189,0,1,30,155.2,116,50,16.62,170.1,108,6,4.16,1,0,1,0
84,0,1,25,113.9,90,99,21.85,214.5,98,8,3.48,4,1,1,0
47,0,1,30,196.6,93,140,20.52,226.0,118,4,3.48,2,0,1,0
160,0,0,0,166.8,109,117,20.06,307.6,77,1,2.51,1,0,0,0
97,0,0,0,259.6,138,91,19.88,140.6,119,4,3.51,1,0,1,0
68,0,0,0,157.3,83,85,18.78,218.9,129,7,3.24,1,0,0,1
118,0,0,0,140.4,112,60,15.9,207.9,155,1,2.13,0,0,1,0
48,0,0,0,247.6,114,110,14.65,264.4,107,3,1.92,1,0,0,0
90,0,1,30,183.8,76,95,19.52,144.1,124,3,2.08,1,0,0,0
104,1,0,0,148.2,108,113,13.75,259.3,103,4,2.97,0,0,1,0
126,0,0,0,228.2,68,102,14.47,168.9,72,6,2.75,1,0,1,0
122,0,0,0,180.0,88,77,12.33,233.7,120,6,3.11,2,0,1,0
105,0,0,0,141.8,85,101,16.26,133.6,126,3,2.94,1,0,0,0
42,1,0,0,260.9,94,123,12.99,212.6,94,4,3.0,1,0,0,1
149,0,0,0,196.3,108,96,11.63,154.7,87,3,2.08,2,0,0,0
72,0,0,0,272.4,88,125,9.17,185.5,81,2,3.43,0,0,0,1
73,0,0,0,241.7,115,133,14.32,169.8,122,2,3.0,2,0,1,0
75,0,0,0,166.3,125,86,13.45,256.7,80,5,1.65,1,0,0,0
91,0,0,0,133.7,75,87,16.6,280.5,89,2,1.59,0,0,0,0
66,0,0,0,167.3,91,68,19.55,191.7,118,5,2.86,1,1,1,0
45,0,0,0,159.8,91,86,10.23,163.0,93,3,2.86,2,0,0,1
162,0,0,0,184.5,118,95,19.04,180.5,82,3,3.13,1,0,0,0
107,0,0,0,222.3,101,111,24.31,249.4,117,4,3.27,1,1,1,0
157,0,0,0,185.1,92,85,18.11,196.1,85,5,2.3,2,0,0,1
38,0,0,0,117.3,114,105,17.74,203.4,98,2,3.89,2,0,1,0
135,0,0,0,112.7,123,90,23.8,251.9,110,2,2.81,0,0,0,1
127,0,0,0,189.7,110,116,12.1,175.2,79,8,2.3,2,0,0,0
132,1,1,18,130.7,86,98,15.82,204.8,103,6,3.21,0,0,1,0
11,0,1,36,293.4,122,91,14.8,212.0,50,6,1.86,1,0,1,0
63,0,1,25,190.0,137,76,9.91,141.5,110,2,3.29,1,0,0,0
95,0,0,0,194.6,114,106,19.79,173.4,92,2,1.03,3,0,1,0
37,0,1,33,225.7,133,115,19.03,192.7,131,5,3.02,3,0,0,1
47,0,0,0,155.3,116,85,16.0,247.0,73,4,3.32,3,0,1,0
88,0,0,0,152.9,119,107,14.55,257.0,106,5,3.24,2,0,0,0
104,0,0,0,183.6,133,98,10.26,215.1,112,2,3.43,1,0,0,0
116,0,0,0,167.8,119,123,12.07,190.7,128,4,1.97,2,0,0,0
118,0,0,0,154.8,71,73,20.74,159.6,81,4,3.46,0,0,0,0
74,0,0,0,106.4,84,104,11.92,90.9,81,3,3.08,1,0,1,0
111,0,0,0,304.6,56,101,13.4,188.2,116,1,3.35,1,1,1,0
80,0,0,0,196.0,75,112,20.21,220.1,127,5,3.75,1,0,0,0
98,0,0,0,126.3,102,85,14.18,187.8,135,2,2.54,3,0,0,0
88,1,0,0,235.1,98,79,21.4,285.9,76,2,1.94,4,1,1,0
148,0,0,0,243.0,115,91,16.3,117.8,93,5,3.62,2,0,0,0
112,0,1,17,183.2,95,125,21.49,156.7,95,3,2.62,0,0,1,0
120,0,0,0,147.7,101,71,12.25,237.0,115,5,3.0,0,0,0,1
79,0,1,17,236.7,95,56,22.4,259.6,107,4,3.24,1,0,1,0
61,0,0,0,260.0,123,127,17.89,234.7,70,3,2.43,1,1,1,0
133,0,1,44,174.0,80,113,17.8,224.1,87,7,3.81,2,1,0,0
188,0,0,0,231.1,92,93,15.5,227.2,89,5,2.65,4,0,0,0
171,0,1,25,223.2,77,118,15.57,150.8,90,3,2.75,3,0,1,0
186,0,0,0,206.8,104,115,24.31,153.9,112,6,3.35,0,0,0,0
114,0,1,32,125.2,79,105,15.11,232.4,89,3,3.48,1,0,1,0
55,0,1,39,139.3,101,117,15.16,246.5,104,1,2.19,3,0,0,0
136,1,0,0,183.4,103,113,12.06,200.4,122,9,2.81,2,0,0,0
76,1,0,0,241.0,120,96,19.7,220.2,67,1,2.67,1,1,0,1
102,0,0,0,184.6,133,94,14.18,225.2,105,8,1.84,1,0,0,1
87,0,0,0,237.2,124,87,18.92,173.3,81,3,2.97,1,0,0,0
90,0,0,0,142.4,126,118,10.73,274.2,71,4,1.24,1,0,0,0
103,0,0,0,147.3,81,88,13.46,193.8,103,3,2.97,2,0,0,0
120,0,1,27,128.5,115,91,13.91,242.9,121,0,0.0,1,0,0,1
76,0,0,0,223.0,109,97,18.59,138.6,126,8,3.13,2,0,1,0
172,0,0,0,203.9,109,123,19.89,160.7,65,4,4.81,4,0,0,0
63,0,1,49,214.9,86,89,16.85,170.8,139,5,2.21,0,0,0,1
56,0,1,30,127.1,89,116,14.63,194.6,111,3,3.27,1,0,1,0
79,0,0,0,268.3,114,111,15.77,264.6,88,7,1.7,1,1,1,0
85,0,0,0,225.0,81,63,15.04,194.3,110,2,1.92,3,0,0,0
42,0,0,0,146.3,84,113,21.75,45.0,117,12,2.16,1,0,0,0
91,0,1,23,232.4,97,88,15.81,190.5,128,3,3.32,3,0,0,1
146,1,0,0,204.4,135,90,18.62,222.7,114,6,2.84,3,0,0,1
71,0,1,49,174.0,122,85,14.33,132.1,120,4,2.11,1,0,1,0
95,1,1,37,220.2,109,99,15.75,205.1,82,2,1.11,0,1,0,0
118,0,0,0,160.3,110,92,4.52,130.7,119,4,2.84,0,0,0,0
64,0,1,22,200.4,80,84,11.14,230.7,67,5,2.05,1,0,1,0
74,0,0,0,286.9,113,121,22.17,137.1,94,6,3.4,0,1,0,0
87,0,0,0,228.7,90,99,13.86,154.1,90,3,3.19,1,0,1,0
40,0,1,41,148.1,74,88,14.41,214.1,102,5,1.67,2,0,1,0
146,0,0,0,149.3,83,130,15.9,149.8,100,4,2.13,7,1,0,0
177,0,0,0,84.9,77,109,21.89,210.5,66,5,2.03,2,0,0,0
44,0,0,0,207.2,90,76,15.18,182.0,74,0,0.0,0,0,0,0
49,0,0,0,202.3,105,131,16.61,190.1,88,2,2.43,3,1,0,0
118,1,0,0,160.0,123,96,14.91,184.8,99,3,2.67,2,0,0,0
88,0,0,0,138.3,116,138,20.06,179.1,110,4,2.59,3,0,0,1
100,0,0,0,174.2,93,101,19.98,264.2,83,7,2.67,1,0,1,0
132,1,1,21,223.4,89,105,16.42,226.2,85,5,2.08,3,0,0,0
109,0,1,40,155.9,110,99,13.7,229.2,81,13,3.11,0,0,1,0
87,0,0,0,146.3,108,102,14.6,167.5,66,9,1.43,1,0,1,0
43,0,0,0,27.0,117,97,13.68,279.5,96,3,2.89,3,0,1,0
94,0,0,0,114.4,115,79,15.63,205.2,78,2,1.59,3,0,1,0
63,0,1,25,230.3,82,96,14.08,227.7,125,2,2.43,1,0,1,0
86,0,0,0,113.1,77,126,25.02,101.4,94,3,3.62,1,0,0,0
60,0,1,20,118.3,113,97,21.57,172.8,78,4,2.54,1,0,1,0
52,0,0,0,257.9,80,82,18.76,225.4,70,3,4.54,2,1,1,0
161,0,0,0,107.5,121,46,21.79,247.2,131,3,3.4,2,0,0,0
141,1,1,37,258.6,84,111,18.87,326.4,97,5,3.02,0,0,1,0
136,1,1,33,203.9,106,99,15.95,101.7,107,6,2.84,3,0,1,0
27,0,0,0,232.1,81,101,17.92,165.4,87,6,4.05,5,0,0,1
137,0,0,0,147.2,119,91,16.39,172.7,105,4,2.75,1,0,0,1
75,0,1,24,225.5,119,108,15.47,270.9,106,2,2.54,3,0,0,0
124,0,0,0,151.0,98,119,10.25,152.8,81,2,2.48,2,0,1,0
98,0,0,0,190.5,106,92,13.96,110.8,88,5,3.08,2,0,1,0
116,0,1,19,155.7,104,118,15.76,192.7,116,2,2.21,3,0,0,0
147,1,0,0,157.0,79,94,8.76,211.8,96,6,1.92,0,0,1,0
104,0,0,0,170.6,97,111,13.78,210.7,131,1,1.65,1,0,0,0
65,0,1,29,215.5,129,77,13.76,128.3,91,5,2.38,2,0,1,0
120,0,1,39,200.3,68,97,18.73,253.8,116,4,2.84,0,0,1,0
74,0,0,0,298.1,112,100,17.11,214.7,88,4,2.62,2,1,0,0
111,1,0,0,145.8,106,143,14.66,143.9,123,4,3.21,1,0,0,0
83,0,0,0,231.3,100,84,17.88,217.4,106,2,3.35,3,0,1,0
94,0,0,0,220.8,111,67,13.28,187.9,89,4,2.84,2,0,1,0
94,0,0,0,175.9,121,94,18.88,191.8,123,5,2.94,1,0,0,1
146,0,0,0,189.3,77,128,13.25,186.0,83,3,2.0,0,0,0,1
41,0,1,37,239.8,110,115,18.86,189.1,100,1,1.97,2,0,0,0
78,0,0,0,140.7,77,114,16.59,252.9,107,5,3.16,0,0,0,0
137,0,1,19,175.3,96,146,20.51,211.4,109,2,2.11,0,0,1,0
23,0,0,0,321.6,107,115,21.39,141.1,158,3,3.05,2,1,0,1
28,0,0,0,225.7,70,90,17.59,167.9,88,3,3.73,1,0,0,0
155,0,0,0,203.4,100,104,16.23,196.0,119,4,2.4,0,1,1,0
137,0,0,0,215.9,76,118,12.36,186.9,129,4,3.27,1,0,1,0
71,0,0,0,278.9,110,67,16.17,255.2,84,7,3.16,0,1,1,0
88,0,0,0,85.7,112,70,18.84,190.6,75,3,3.13,4,1,1,0
135,0,0,0,167.1,105,120,11.19,242.6,83,2,2.81,3,0,0,0
98,0,0,0,288.1,101,93,11.72,206.5,88,0,0.0,0,0,0,0
40,0,1,31,224.7,69,81,11.43,120.3,104,5,2.03,1,1,0,0
103,0,0,0,70.9,134,112,11.43,168.8,164,6,3.24,2,0,1,0
76,0,0,0,143.3,98,101,26.27,207.3,122,3,3.08,2,0,0,1
63,0,0,0,6.6,107,142,30.54,252.5,131,3,1.51,0,0,0,1
140,0,1,27,176.0,141,143,17.11,167.9,93,5,1.92,3,0,1,0
100,0,1,31,67.7,67,116,12.5,288.3,103,2,3.32,6,1,1,0
108,0,0,0,239.3,102,127,18.99,251.4,104,6,2.86,0,0,1,0
